Region,City,AreaName,BlockNo.,LotNo.,Classification,DealDate,DealNo.,AreaInSquareMeters,PricePerSquareMeters,DealPrice
المنطقة الشرقية,الجفر,حي/المركز,مخطط/أخرى, قطعة بدون,سكني,4/10/2019,8348342,395.02,759.4552,300000
المنطقة الشرقية,القطيف,حي/الاوجام,مخطط/أخرى, قطعة بدون,سكني,4/18/2019,8386289,1019.3,225.645,230000
المنطقة الشرقية,القطيف,حي/الاوجام,مخطط/أخرى, قطعة بدون,سكني,4/21/2019,8391545,848.92,247.3731,210000
المنطقة الشرقية,القطيف,حي/الملاحه,مخطط/أخرى, قطعة بدون,سكني,4/9/2019,8340400,5129.78,157.9015,810000
المنطقة الشرقية,القطيف,حي/ام الساهك,مخطط/أخرى, قطعة بدون,سكني,4/3/2019,8009451,1038.7,158.8524,165000
المنطقة الشرقية,القطيف,حي/ام الساهك,مخطط/أخرى, قطعة بدون,سكني,4/25/2019,8416355,4410.81,19.2708,85000
المنطقة الشرقية,قرية العليا,حي/بدون,مخطط/أخرى, قطعة بدون,سكني,4/1/2019,8253195,103000,0.9708,100000
منطقة عسير,ابها,حي/بنى جرى,مخطط/أخرى, قطعة بدون,سكني,4/9/2019,8340801,64211.9,46.7203,3000000
منطقة عسير,ابها,حي/بنى مالك,مخطط/أخرى, قطعة بدون,سكني,4/11/2019,8338018,27922,3.5814,100000
منطقة عسير,ابها,حي/حجلا,مخطط/أخرى, قطعة بدون,سكني,4/16/2019,8377849,4636.5,388.2238,1800000
منطقة عسير,ابها,حي/ربيعه ورفيده,مخطط/أخرى, قطعة بدون,سكني,4/18/2019,8386783,3333,45.0045,150000
منطقة عسير,البرك,حي/أخرى,مخطط/أخرى, قطعة 450,سكني,4/28/2019,8117601,5000,11,55000
منطقة عسير,البرك,حي/الصوالحه,مخطط/أخرى, قطعة 203,سكني,4/28/2019,8399737,5025,15.9203,80000
منطقة عسير,الحريضة,حي/أخرى,مخطط/أخرى, قطعة بدون,سكني,4/30/2019,8434926,23933,54.3183,1300000
منطقة عسير,الربوعه,حي/قرية المسنى فى مركز الغايل,مخطط/أخرى, قطعة بدون,سكني,4/21/2019,8380962,3290,18.237,60000
منطقة عسير,المجارده,حي/قضريمة,مخطط/أخرى, قطعة بدون,سكني,4/16/2019,8374085,14925,33.5008,500000
منطقة عسير,المضه,حي/أخرى,مخطط/أخرى, قطعة 133,سكني,4/1/2019,8307504,20000,4.75,95000
منطقة عسير,بارق,حي/أخرى,مخطط/أخرى, قطعة بدون,سكني,4/2/2019,8277544,2835,52.91,150000
منطقة عسير,بارق,حي/أخرى,مخطط/أخرى, قطعة بدون,سكني,4/17/2019,8364178,16721,11.961,200000
منطقة عسير,بارق,حي/أخرى,مخطط/أخرى, قطعة بدون,سكني,4/17/2019,8364247,7006,14.2734,100000
منطقة عسير,بيشه,حي/الحرف,مخطط/أخرى, قطعة 1,سكني,4/15/2019,8368749,31653.4,2.8432,90000
منطقة عسير,بيشه,حي/الحرف,مخطط/أخرى, قطعة بدون,سكني,4/24/2019,8362761,17500,17.1428,300000
منطقة عسير,بيشه,حي/المروه,مخطط/أخرى, قطعة بدون,سكني,4/2/2019,8316263,5257.3,15.2169,80000
منطقة عسير,تنومه,حي/ال حسين,مخطط/أخرى, قطعة بدون,سكني,4/30/2019,8437652,1662,120.3369,200000
منطقة عسير,تنومه,حي/ال صفوان,مخطط/أخرى, قطعة بدون,سكني,4/30/2019,8328511,746,67.0241,50000
منطقة عسير,تنومه,حي/ال مروح,مخطط/أخرى, قطعة بدون,سكني,4/22/2019,8398826,9103,9.8868,90000
منطقة عسير,تنومه,حي/عمرو الشعف,مخطط/أخرى, قطعة بدون,سكني,4/2/2019,8310600,646,139.3188,90000
منطقة عسير,تنومه,حي/عمرو الشعف,مخطط/أخرى, قطعة بدون,سكني,4/2/2019,8310653,780,115.3846,90000
منطقة عسير,تنومه,حي/عمرو الشعف,مخطط/أخرى, قطعة بدون,سكني,4/2/2019,8310707,664,135.5421,90000
منطقة عسير,ثلوث المنظر,حي/ثلوث المنظر,مخطط/أخرى, قطعة بدون,سكني,4/11/2019,8331302,37500,2.4,90000
منطقة عسير,خميس مشيط,حي/أخرى,مخطط/أخرى, قطعة بدون,سكني,4/4/2019,8324648,1376.97,68.992,95000
منطقة عسير,رجال المع,حي/فجر روام,مخطط/أخرى, قطعة بدون,سكني,4/16/2019,8373942,21274,4.2305,90000
منطقة عسير,رجال المع,حي/معمل الجرف ال موهوب,مخطط/أخرى, قطعة بدون,سكني,4/4/2019,8327835,1293,75.7927,98000
منطقة عسير,رجال المع,حي/معمل الجرف ال موهوب,مخطط/أخرى, قطعة بدون,سكني,4/4/2019,8327953,432,226.8518,98000
منطقة عسير,رجال المع,حي/معمل الجرف ال موهوب,مخطط/أخرى, قطعة بدون,سكني,4/10/2019,8327295,214,443.9252,95000
منطقة عسير,رجال المع,حي/معمل الجرف ال موهوب,مخطط/أخرى, قطعة بدون,سكني,4/10/2019,8327362,168,565.4761,95000
منطقة عسير,رجال المع,حي/معمل الجرف ال موهوب,مخطط/أخرى, قطعة بدون,سكني,4/10/2019,8327695,130,576.923,75000
منطقة عسير,رجال المع,حي/وادى خرار,مخطط/أخرى, قطعة بدون,سكني,4/30/2019,8434951,556,35.9712,20000
منطقة عسير,محايل عسير,حي/أخرى,مخطط/أخرى, قطعة ب,سكني,4/24/2019,8400817,3280,15.2439,50000
منطقة عسير,محايل عسير,حي/ال مشول,مخطط/أخرى, قطعة بدون,سكني,4/29/2019,8430303,7000,3.5714,25000
منطقة عسير,محايل عسير,حي/ال مشول,مخطط/أخرى, قطعة بدون,سكني,4/29/2019,8430802,15000,1.6666,25000
منطقة عسير,محايل عسير,حي/ال مشول,مخطط/أخرى, قطعة بدون,سكني,4/29/2019,8431893,2000,10,20000
منطقة عسير,وادي بني هشبل,حي/أخرى,مخطط/أخرى, قطعة 14,سكني,4/8/2019,8340247,10000,10,100000
منطقة عسير,وادي بني هشبل,حي/أخرى,مخطط/أخرى, قطعة 386,سكني,4/1/2019,8307771,10000,2,20000
منطقة عسير,وادي بني هشبل,حي/بريقه,مخطط/أخرى, قطعة بدون,سكني,4/7/2019,8334167,28710,11.8425,340000
منطقة تبوك,تبوك,حي/أخرى,مخطط/20, قطعة 951,سكني,4/4/2019,8326636,50000,2,100000
منطقة تبوك,"تيماء",حي/جريدة,مخطط/21 بتاريخ 27/ 4/ 1394هـ, قطعة 10,سكني,4/30/2019,8439651,50000,1.2,60000
منطقة تبوك,"تيماء",حي/هداج,مخطط/أخرى, قطعة بدون,سكني,4/4/2019,8327391,758.76,92.2557,70000
منطقة حائل,الاجفر,حي/أخرى,مخطط/أخرى, قطعة 1154,سكني,4/29/2019,8430757,200000,0.25,50000
منطقة حائل,الاجفر,حي/أخرى,مخطط/أخرى, قطعة 212,سكني,4/23/2019,8404674,200000,1.25,250000
منطقة حائل,الاجفر,حي/أخرى,مخطط/أخرى, قطعة 213,سكني,4/23/2019,8404954,200000,1.25,250000
منطقة حائل,الاجفر,حي/أخرى,مخطط/أخرى, قطعة 706,سكني,4/1/2019,8310718,200000,0.4,80000
منطقة حائل,الروضة,حي/الملك الزراعى,مخطط/أخرى, قطعة بدون,سكني,4/3/2019,8319481,49275,1.0147,50000
منطقة حائل,الروضة,حي/الملك الزراعى,مخطط/أخرى, قطعة بدون,سكني,4/16/2019,8375555,21587.9,0.9264,20000
منطقة حائل,الشملى,حي/أخرى,مخطط/أخرى, قطعة 1,سكني,4/2/2019,8315049,90000,0.2865,25785
منطقة حائل,الشنان,حي/أخرى,مخطط/أخرى, قطعة 17,سكني,4/16/2019,8374879,50095,1.4971,75000
منطقة حائل,الغزاله,حي/أخرى,مخطط/أخرى, قطعة بدون,سكني,4/30/2019,8437086,5373,16.7504,90000
منطقة حائل,حائل,حي/أخرى,مخطط/247, قطعة 3,سكني,4/1/2019,8310227,10360,8.6872,90000
منطقة حائل,حائل,حي/عثمر,مخطط/أخرى, قطعة بدون,سكني,4/24/2019,8408754,10224,14.6713,150000
منطقة حائل,حائل,"حي/عريجاء",مخطط/أخرى, قطعة بدون,سكني,4/24/2019,8410498,14949,7.3583,110000
منطقة حائل,موقق,حي/أخرى,مخطط/أخرى, قطعة بدون,سكني,4/11/2019,8345667,30000,0.6666,20000
منطقة جازان,الشقيق,حي/المهشومة,مخطط/أخرى, قطعة بدون,سكني,4/11/2019,8356311,26720,14.97,400000
منطقة جازان,العيدابي,حي/أخرى,مخطط/أخرى, قطعة بدون,سكني,4/8/2019,8334496,20637.8,58.1457,1200000
منطقة جازان,جيزان,حي/المقاريه,مخطط/أخرى, قطعة بدون,سكني,4/8/2019,8335631,69130,1.4465,100000
منطقة جازان,"صبياء",حي/الحسينى,مخطط/أخرى, قطعة بدون,سكني,4/24/2019,8410347,342,292.3976,100000
منطقة جازان,"صبياء",حي/الطمحه,مخطط/أخرى, قطعة بدون,سكني,4/16/2019,8374386,121372.73,28.8367,3500000
منطقة جازان,"صبياء",حي/امهات مخشوش,مخطط/أخرى, قطعة بدون,سكني,4/24/2019,7836760,29606.22,9.2885,275000
منطقة جازان,"صبياء",حي/خبت الفلق,مخطط/الاستراحات الزراعية رقم 18209/ 29/ 2/ 1422هـ, قطعة 65,سكني,4/1/2019,8300729,10448.62,2.584,27000
منطقة جازان,"صبياء",حي/خبت الفلق,مخطط/الاستراحات الزراعية رقم 18209/ 29/ 2/ 1422هـ, قطعة 66,سكني,4/1/2019,8300817,11580.52,23.7467,275000
منطقة جازان,ضمد,حي/الشقيرى,مخطط/أخرى, قطعة بدون,سكني,4/25/2019,8407797,12978,7.32,95000
منطقة نجران,نجران,حي/الغويلا,مخطط/23, قطعة 548,سكني,4/18/2019,8384670,16461.15,212.6218,3500000
منطقة نجران,نجران,حي/الغويلا,مخطط/23, قطعة 548,سكني,4/18/2019,8385256,300,1666.6666,500000
منطقة الباحة,الباحه,حي/الحبشى,مخطط/أخرى, قطعة بدون,سكني,4/10/2019,8351223,1843,16.2778,30000
منطقة الباحة,الباحه,حي/السواد,مخطط/أخرى, قطعة بدون,سكني,4/22/2019,8334538,785.34,1146.0004,900000
منطقة الباحة,الباحه,حي/بنى فروه,مخطط/أخرى, قطعة بدون,سكني,4/9/2019,8252318,8140.75,6.1419,50000
منطقة الباحة,القرى,حي/المشارق,مخطط/أخرى, قطعة بدون,سكني,4/17/2019,8383221,2473.19,38.4119,95000
منطقة الباحة,المخواة,حي/العوفة,مخطط/أخرى, قطعة بدون,سكني,4/2/2019,8276191,1571.93,38.1696,60000
منطقة الباحة,المخواة,حي/مزارع بنى عاصم ومزارع العجار الاسفل,مخطط/أخرى, قطعة بدون,سكني,4/30/2019,8429310,4771,10.4799,50000
منطقة الباحة,المخواة,حي/مزارع بنى عاصم ومزارع العجار الاسفل,مخطط/أخرى, قطعة بدون,سكني,4/30/2019,8429501,1791.25,27.9134,50000
منطقة الباحة,المخواة,حي/مزارع بنى عاصم ومزارع العجار الاسفل,مخطط/أخرى, قطعة بدون,سكني,4/30/2019,8429895,1998,25.025,50000
منطقة الباحة,المخواة,حي/مزارع بنى عاصم ومزارع العجار الاسفل,مخطط/أخرى, قطعة بدون,سكني,4/30/2019,8430047,3600,13.8888,50000
منطقة الباحة,المخواة,حي/مزارع بنى عاصم ومزارع العجار الاسفل,مخطط/أخرى, قطعة بدون,سكني,4/30/2019,8430222,1580,31.6455,50000
منطقة الباحة,المندق,حي/مسير,مخطط/أخرى, قطعة بدون,سكني,4/1/2019,8310575,7481,100.2539,750000
منطقة الباحة,بلجرشي,حي/أخرى,مخطط/أخرى, قطعة بدون,سكني,4/2/2019,8313055,18562,5.3873,100000
منطقة الباحة,قلوه,حي/أخرى,مخطط/أخرى, قطعة بدون,سكني,4/29/2019,8423428,1290.2,162.7654,210000
منطقة الجوف,سكاكا,حي/أخرى,مخطط/أخرى, قطعة 26,سكني,4/23/2019,8402532,61232,1.6331,100000
منطقة الجوف,طبرجل,حي/أخرى,مخطط/أخرى, قطعة 2,سكني,4/4/2019,8323525,58000,7.7586,450000
منطقة الجوف,طبرجل,حي/أخرى,مخطط/أخرى, قطعة بدون,سكني,4/8/2019,8323711,34706.15,2.8813,100000
منطقة الرياض,البديع الجنوبي,حي/أخرى,مخطط/2276, قطعة 1,تجاري,5/21/2019,8512273,500000,0.2,100000
منطقة الرياض,البديع الجنوبي,حي/أخرى,مخطط/أخرى, قطعة 12,تجاري,5/13/2019,8438885,1000000,0.05,50000
منطقة الرياض,الخرج,حي/أخرى,مخطط/أخرى, قطعة 2,تجاري,5/22/2019,8518620,54565.2,1.8326,100000
منطقة الرياض,الخرج,حي/أخرى,مخطط/أخرى, قطعة 2,تجاري,5/28/2019,8534188,54963.08,1.8194,100000
منطقة الرياض,الخرج,حي/أخرى,مخطط/أخرى, قطعة 4,تجاري,5/22/2019,8518538,58203.88,1.718,100000
منطقة الرياض,الخرج,حي/استراحات الريحان الواقع على طريق حرض,مخطط/أخرى, قطعة 5,تجاري,5/14/2019,8477170,13500,7.4074,100000
منطقة الرياض,الخرج,حي/اليمامة,مخطط/421, قطعة بدون,تجاري,5/1/2019,8444075,2921.5,140.3385,409999
منطقة الرياض,الخرج,حي/اليمامة,مخطط/421, قطعة بدون,تجاري,5/1/2019,8444163,3914.25,114.9645,450000
منطقة الرياض,الخرج,حي/غرب الهياثم,مخطط/أخرى, قطعة 415,تجاري,5/21/2019,8512980,5000,57,285000
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/أخرى, قطعة 60/ب,تجاري,5/26/2019,8527417,160729.3,93.3246,15000000
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/من اصل القطعة رقم 64, قطعة 11,تجاري,5/6/2019,8460466,11655.4,429.9504,5011245
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/من القطعة رقم 134, قطعة 381,تجاري,5/1/2019,8446387,14125,84,1186500
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/من القطعة رقم 97, قطعة 14,تجاري,5/7/2019,8467023,14019.29,128.3945,1800000
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/من القطعة رقم 97, قطعة 78,تجاري,5/6/2019,8463011,10000,92.5,925000
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/من القطعة رقم 97, قطعة 80,تجاري,5/9/2019,8475909,12785.67,85,1086782
منطقة الرياض,الدلم,حي/أخرى,مخطط/أخرى, قطعة 8,تجاري,5/20/2019,8506941,56000,0.3571,20000
منطقة الرياض,الدوادمي,حي/أخرى,مخطط/أخرى, قطعة 1047,تجاري,5/13/2019,8485255,400000,0.35,140000
منطقة الرياض,الدوادمي,حي/أخرى,مخطط/أخرى, قطعة 1047,تجاري,5/19/2019,8503499,400000,0.5,200000
منطقة الرياض,الرويضه بالعرض,حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,5/12/2019,8477070,398000,0.1256,50000
منطقة الرياض,القويعيه,حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,5/5/2019,8456523,66000,0.4545,30000
منطقة الرياض,القويعيه,حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,5/12/2019,8481224,100000,4,400000
منطقة الرياض,القويعيه,حي/أخرى,مخطط/أخرى, قطعة 12,تجاري,5/15/2019,8492505,292560,1.3672,400000
منطقة الرياض,القويعيه,حي/أخرى,مخطط/أخرى, قطعة 3,تجاري,5/27/2019,8531118,50000,0.4,20000
منطقة الرياض,القويعيه,حي/أخرى,مخطط/أخرى, قطعة 87,تجاري,5/23/2019,8523665,1000000,0.05,50000
منطقة الرياض,القويعيه,حي/أخرى,مخطط/أخرى, قطعة د,تجاري,5/8/2019,8464327,534306.84,0.0561,30000
منطقة الرياض,المجمعه,حي/أخرى,مخطط/أخرى, قطعة 68,تجاري,5/23/2019,8522803,31500,15.873,500000
منطقة الرياض,المزاحميه,حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,5/21/2019,8510551,420712,0.1901,80000
منطقة الرياض,المزاحميه,حي/أخرى,مخطط/أخرى, قطعة 10,تجاري,5/5/2019,8456913,50001,12.4997,625000
منطقة الرياض,المزاحميه,حي/أخرى,مخطط/أخرى, قطعة 20,تجاري,5/19/2019,8501820,1975000,0.0253,50000
منطقة الرياض,المزاحميه,حي/أخرى,مخطط/أخرى, قطعة 7,تجاري,5/19/2019,8502049,1606000,0.0311,50000
منطقة الرياض,المزاحميه,حي/الربيع الثانى,مخطط/أخرى, قطعة 1595,تجاري,5/5/2019,8459543,2000,25,50000
منطقة الرياض,المزاحميه,"حي/السالميه جنوب غرب ضرماء",مخطط/أخرى, قطعة 4383و4385,تجاري,5/13/2019,8482320,4707,14.8714,70000
منطقة الرياض,جلاجل,حي/أخرى,مخطط/أخرى, قطعة 2,تجاري,5/1/2019,8441964,90000,1.6666,150000
منطقة الرياض,جلاجل,حي/أخرى,مخطط/أخرى, قطعة 3,تجاري,5/19/2019,8503931,51800,2.7027,140000
منطقة الرياض,جلاجل,حي/أخرى,مخطط/أخرى, قطعة 5/6,تجاري,5/1/2019,8442134,100000,1.5,150000
منطقة الرياض,جلاجل,حي/أخرى,مخطط/أخرى, قطعة 7/8,تجاري,5/1/2019,8441877,103125,1.4545,150000
منطقة الرياض,"حريملاء",حي/دقله,مخطط/9461, قطعة 105,تجاري,5/20/2019,8506657,50000,26,1300000
منطقة الرياض,"حريملاء",حي/دقله,مخطط/9461, قطعة 91,تجاري,5/5/2019,8459842,50000,0.8,40000
منطقة الرياض,"حريملاء",حي/دقله,مخطط/9461, قطعة 94,تجاري,5/5/2019,8459655,50000,0.8,40000
منطقة الرياض,حوطة سدير,حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,5/5/2019,8458135,12531,15.9604,200000
منطقة الرياض,حوطة سدير,حي/أخرى,مخطط/أخرى, قطعة 115,تجاري,5/13/2019,8485366,12510,47.9616,600000
منطقة الرياض,ساجر,حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,5/12/2019,8480022,81250,0.7384,60000
منطقة الرياض,ساجر,حي/أخرى,مخطط/أخرى, قطعة 2,تجاري,5/12/2019,8479494,78987,0.7596,60000
منطقة الرياض,"ضرماء",حي/المسمى ام طى الواقع غرب,مخطط/أخرى, قطعة 356,تجاري,5/16/2019,8496038,16035.75,6.9376,111250
منطقة الرياض,مرات,حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,5/2/2019,8448820,6820,4.3988,30000
منطقة الرياض,وادي الدواسر,حي/أخرى,مخطط/أخرى, قطعة 9,تجاري,5/28/2019,8531991,105670,0.3785,40000
منطقة القصيم,الاسياح,حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,5/13/2019,8484722,65000,0.3076,20000
منطقة القصيم,الاسياح,حي/أخرى,مخطط/أخرى, قطعة 13,تجاري,5/14/2019,8488646,50000,1,50000
منطقة القصيم,الاسياح,حي/أخرى,مخطط/أخرى, قطعة 157,تجاري,5/14/2019,8490468,100000,2.5,250000
منطقة القصيم,الاسياح,حي/أخرى,مخطط/أخرى, قطعة 2,تجاري,5/13/2019,8484764,65000,0.3076,20000
منطقة القصيم,الاسياح,حي/أخرى,مخطط/أخرى, قطعة 2,تجاري,5/20/2019,8508508,2000000,0.025,50000
منطقة القصيم,الاسياح,حي/أخرى,مخطط/أخرى, قطعة 49,تجاري,5/2/2019,8449545,100000,1.3,130000
منطقة القصيم,العمار,حي/أخرى,مخطط/أخرى, قطعة 38,تجاري,5/1/2019,8443955,66300,0.377,25000
منطقة القصيم,القواره,حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,5/20/2019,8507321,427370,0.2105,90000
منطقة القصيم,القواره,حي/أخرى,مخطط/أخرى, قطعة 12,تجاري,5/9/2019,8475230,53000,0.9433,50000
منطقة القصيم,القواره,حي/المخرم,مخطط/1578, قطعة 1,تجاري,5/21/2019,8512322,200000,0.15,30000
منطقة القصيم,القواره,حي/المخرم,مخطط/2096, قطعة 1,تجاري,5/7/2019,8468461,60000,0.8333,50000
منطقة القصيم,القواره,حي/المخرم,مخطط/2096, قطعة 2,تجاري,5/7/2019,8468428,60000,0.3333,20000
منطقة القصيم,القواره,حي/المخرم,مخطط/2096, قطعة 3,تجاري,5/7/2019,8468497,60000,0.3333,20000
منطقة القصيم,القواره,حي/المخرم,مخطط/2096, قطعة 4,تجاري,5/7/2019,8467753,60000,0.3333,20000
منطقة القصيم,القواره,حي/المخرم,مخطط/952, قطعة 2,تجاري,5/1/2019,8441974,57800,1.6435,95000
منطقة القصيم,القواره,حي/جنوب القوارة,مخطط/1259, قطعة 1,تجاري,5/22/2019,8517907,52500,1.9047,100000
منطقة القصيم,القواره,حي/جنوب القوارة,مخطط/1259, قطعة 2,تجاري,5/22/2019,8518044,52500,1.9047,100000
منطقة القصيم,القواره,حي/جنوب القوارة,مخطط/1259, قطعة 6,تجاري,5/22/2019,8517967,58350,1.7137,100000
منطقة القصيم,القواره,حي/غرب القوارة,مخطط/4149, قطعة 1,تجاري,5/7/2019,8467746,2000000,0.05,100000
منطقة القصيم,القواره,حي/قراين الترمس,مخطط/1101, قطعة 1,تجاري,5/9/2019,8474082,560000,0.0892,50000
منطقة القصيم,بريده,حي/جميعانة,مخطط/أخرى, قطعة ب,تجاري,5/20/2019,8509409,4379.95,22.8313,100000
منطقة القصيم,بريده,حي/غرب الغماس,مخطط/أخرى, قطعة 1,تجاري,5/6/2019,8460436,50000,10,500000
منطقة القصيم,بريده,حي/غرب بريدة,مخطط/أخرى, قطعة 1,تجاري,5/27/2019,8531518,48679,1.6434,80000
منطقة القصيم,بريده,حي/غرب بريدة,مخطط/أخرى, قطعة 2,تجاري,5/27/2019,8531586,41937,1.9076,80000
منطقة القصيم,"رياض الخبراء",حي/أخرى,مخطط/أخرى, قطعة 3,تجاري,5/5/2019,8457994,16500,8.4848,140000
منطقة القصيم,عيون الجوى,"حي/شمال القرعاء",مخطط/أخرى, قطعة 4,تجاري,5/16/2019,8500401,56575,5.3026,300000
منطقة القصيم,عيون الجوى,"حي/شمال شرق غاف الجواء",مخطط/أخرى, قطعة 7,تجاري,5/13/2019,8485197,50000,7,350000
منطقة القصيم,عيون الجوى,"حي/شمال غرب القرعاء",مخطط/أخرى, قطعة 2,تجاري,5/16/2019,8500501,57350,5.231,300000
منطقة القصيم,عيون الجوى,"حي/شمال غرب القرعاء",مخطط/أخرى, قطعة 4,تجاري,5/16/2019,8500512,56800,5.2816,300000
المنطقة الشرقية,ابقيق,حي/العالية,مخطط/207, قطعة 10,تجاري,5/13/2019,8481480,50000,20,1000000
المنطقة الشرقية,ابقيق,حي/بقيق,مخطط/أخرى, قطعة بدون,تجاري,5/13/2019,8481471,50000,20,1000000
المنطقة الشرقية,"الاحساء",حي/أخرى,مخطط/أخرى, قطعة بدون,تجاري,5/6/2019,8456904,835.96,34.0925,28500
المنطقة الشرقية,الجبيل,حي/أخرى,مخطط/أخرى, قطعة 4,تجاري,5/1/2019,8442116,243750,31.7948,7750000
المنطقة الشرقية,الصرار,حي/أخرى,مخطط/أخرى, قطعة 29,تجاري,5/14/2019,8486995,2000000,0.5625,1125000
المنطقة الشرقية,الصرار,حي/أخرى,مخطط/أخرى, قطعة 3,تجاري,5/8/2019,8471529,2000000,0.045,90000
منطقة عسير,بيشه,حي/أخرى,مخطط/أخرى, قطعة 136,تجاري,5/5/2019,8456965,25000,0.4,10000
منطقة عسير,بيشه,حي/أخرى,مخطط/أخرى, قطعة 92,تجاري,5/15/2019,8492825,25850,3.675,95000
منطقة عسير,بيشه,"حي/الرقيطاء",مخطط/25كيلو شمال بيشه, قطعة 126,تجاري,5/21/2019,8511784,25000,2,50000
منطقة عسير,بيشه,"حي/الرقيطاء",مخطط/25كيلو شمال بيشه, قطعة 297,تجاري,5/26/2019,8525398,25000,4,100000
منطقة عسير,بيشه,"حي/الرقيطاء",مخطط/27, قطعة 260,تجاري,5/15/2019,8494515,12500,7.6,95000
منطقة عسير,بيشه,حي/شمال بيشه غرب الخط العام,مخطط/62, قطعة 378,تجاري,5/21/2019,8511983,25000,2.4,60000
منطقة عسير,خيبر الجنوب,حي/بريم السليل,مخطط/1, قطعة 46,تجاري,5/23/2019,8521163,15000,0.6666,10000
منطقة عسير,طريب,حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,5/2/2019,8417215,16000,13.75,220000
منطقة عسير,وادي بني هشبل,حي/أخرى,مخطط/أخرى, قطعة 305,تجاري,5/15/2019,8494212,15000,6.6666,100000
منطقة تبوك,بئر بن هرماس,حي/أخرى,مخطط/5819, قطعة 40,تجاري,5/15/2019,8496142,1000000,0.08,80000
منطقة تبوك,تبوك,حي/أخرى,مخطط/9, قطعة 1224,تجاري,5/2/2019,8449882,50000,0.8,40000
منطقة تبوك,تبوك,حي/شمال طريق المدينة,مخطط/2, قطعة 1225,تجاري,5/2/2019,8450107,50000,0.8,40000
منطقة تبوك,"تيماء",حي/أخرى,مخطط/922 بتاريخ 1/ 3/ 1404هـ, قطعة 25,تجاري,5/28/2019,8533472,2000000,0.3999,799896
منطقة تبوك,"تيماء",حي/أخرى,مخطط/922 فى 140431هـ, قطعة 27,تجاري,5/29/2019,8535437,3300000,0.3778,1246967
منطقة حائل,الاجفر,حي/أخرى,مخطط/6908 تاريخ/ 13/ 6/ 1413هـ, قطعة 1,تجاري,5/2/2019,8449538,983400,0.244,240000
منطقة حائل,الاجفر,حي/أخرى,مخطط/أخرى, قطعة 1019,تجاري,5/15/2019,8495866,200000,0.75,150000
منطقة حائل,الاجفر,حي/أخرى,مخطط/أخرى, قطعة 767,تجاري,5/2/2019,8438400,200000,0.125,25000
منطقة حائل,الشنان,حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,5/6/2019,8452248,478597,0.2925,140000
منطقة حائل,الشنان,حي/أخرى,مخطط/أخرى, قطعة 14,تجاري,5/5/2019,8459375,115000,1.913,220000
منطقة حائل,الشنان,حي/أخرى,مخطط/أخرى, قطعة 2,تجاري,5/23/2019,8522132,250000,0.32,80000
منطقة حائل,الشنان,حي/أخرى,مخطط/أخرى, قطعة 324/325,تجاري,5/1/2019,8445681,106000,0.8962,95000
منطقة حائل,الشنان,حي/أخرى,مخطط/أخرى, قطعة 4,تجاري,5/23/2019,8521924,250000,0.32,80000
منطقة حائل,الشنان,حي/أخرى,مخطط/أخرى, قطعة 425/426,تجاري,5/9/2019,8458848,100000,0.4,40000
منطقة حائل,الشنان,حي/أخرى,مخطط/أخرى, قطعة 427/428,تجاري,5/9/2019,8458607,100000,0.4,40000
منطقة حائل,الشنان,حي/الشغوه,مخطط/86, قطعة 478/479,تجاري,5/1/2019,8433162,100000,0.9,90000
منطقة حائل,الشنان,حي/الشغوه,مخطط/86, قطعة 480/481,تجاري,5/1/2019,8432814,100000,0.9,90000
منطقة حائل,"بقعاء",حي/أخرى,مخطط/285,عدد العقارات 2-أول قطعة259,تجاري,5/8/2019,8471998,87500,0.4,35000
منطقة حائل,"بقعاء",حي/أخرى,مخطط/4747, قطعة 1,تجاري,5/5/2019,8460569,952000,0.9453,900000
منطقة حائل,"بقعاء",حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,5/5/2019,8417444,150000,0.6666,100000
منطقة حائل,"بقعاء",حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,5/6/2019,8464003,1100000,0.0636,70000
منطقة حائل,"بقعاء",حي/أخرى,مخطط/أخرى, قطعة 16,تجاري,5/7/2019,8466406,51300,0.3898,20000
منطقة حائل,"بقعاء",حي/أخرى,مخطط/أخرى, قطعة 17و18,تجاري,5/7/2019,8466437,105300,0.1899,20000
منطقة حائل,"بقعاء",حي/أخرى,مخطط/أخرى, قطعة 20,تجاري,5/13/2019,8483734,100000,1,100000
